Job title,Company name,Company address,Job description,Job details,Jobrequirements,Links
PHP Backend Developer,Restart Technology -,"Heliopolis, Cairo, Egypt",Full Time Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · laravel · Git · REST · Backend · MySQL · PHP, Experience Needed:3 To 6 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Computer ScienceSoftware DevelopmentlaravelGitRESTBackendMySQLPHPPythonHTMLAPIsInformation Technology (IT)AgileJavaScriptjQueryAJAXDockerDevOpsRest API," 3+ years of industry experience in backend developmentYou write clean, structured, and well-documented code.Experience with HTML, Bootstrap, JavaScript, JQuery, and AJAX is a MUST.Ability to use Docker.Profound PHP knowledge, SOLID design principlesExperience with different databases/storage backends (MySQL, NoSQL)Experience with cloud services providers (like AWS or digital ocean Cloud Platform), and container technologies (Docker, Kubernetes).Familiarity with code versioning tools. ( GitHub, Gitlab).Have solid skills in object-oriented programming.Good knowledge of writing queries with good performance.Experience in common third-party APIs (Google, Facebook, etc.)Experience using Agile (Scrum) Process and Agile tools.Expertise in PHP tools and libraries such as Composer and PHPUnit.Skilled in designing and optimizing database queries.Strong background in NginX, apache, ubuntu servers.Additional pointsAlready worked on eCommerce applicationsExperience with other languages (e.g.python).Experience in Dev-Ops is a plus (Jenkins).Experience in vue.js.",https://wuzzuf.net/jobs/p/nhkMI94ZD4Qt-PHP-Backend-Developer-Restart-Technology-Cairo-Egypt?o=23&l=sp&t=sj&a=python|search-v3|hpb
Junior Cloud Native & Infrastructure,BBI-Consultancy -,"Cairo, Egypt",Full Time Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cloud · Computer Science · Docker · Python · MySQL, Experience Needed:1 To 3 YearsCareer Level:Entry Level (Junior Level / Fresh Grad)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:CloudComputer ScienceDockerPythonMySQL,"Hands-on experience with Helm charts Hands-on experience in Docker, KubernetesHands-on experience at least in one scripting language (Bash/Python)Hands-on experience with databases including MySQL, Mongo & ElasticsearchExtensive experience with Amazon Web Services and Azure",https://wuzzuf.net/jobs/p/5nTGgbwe5VwM-Junior-Cloud-Native-Infrastructure-BBI-Consultancy-Cairo-Egypt?o=24&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer,RMG -,"Riyadh, Saudi Arabia",Freelance / Project Experienced · 4 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · DevOps · Information Technology (IT) · AWS · Azure · Bash · Cloud · Computer Science, Experience Needed:4 To 6 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Installation/Maintenance/RepairIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:DevOpsInformation Technology (IT)AWSAzureBashCloudComputer ScienceDockerKubernetesGitPythonSoftware Development,"Minimum of 2 years of relevant work experience as DevOps EngineerStrong skills in networking/security on public cloud platformsMinimum CCNA (certificate is a plus)Must have a strong foundation in Infrastructure as Code (IaC) and related tools (e.g., Terraform)Public cloud platforms – Azure required (AWS or Google is a plus)Elasticsearch required (Kibana, Logstash, Grafana or Prometheus is a plus)Bash Scripting or Python is a plusExperience working with container platforms (e.g., Docker, Kubernetes)CI/CDSource Control version (Git)Different programming languages are accepted (.NET would be an asset)",https://wuzzuf.net/jobs/p/U5EXRMQtLjkf-Devops-Engineer-RMG-Riyadh-Saudi-Arabia?o=25&l=sp&t=sj&a=python|search-v3|hpb
Senior Python Backend Developer,Tqniat Lab L.L.C -,"Nasr City, Cairo, Egypt",Full Time Work From Home Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Information Technology (IT) · Computer Science · Software Development · Django · Linux · NodeJS · MySQL, Experience Needed:More Than 3 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:PythonInformation Technology (IT)Computer ScienceSoftware DevelopmentDjangoLinuxNodeJSMySQLFastAPIApplicationsSQL,"3+ years of experience working with python.Strong Knowledge delivering REST APIs with FAST API Framework.Strong knowledge of SQL & REDISExperienced with Linux, Nginx, and PHP is a big advantageFamiliar with DockerFamiliar with CI/CD and code deploymentExperience with AWS is a plus",https://wuzzuf.net/jobs/p/1eIU4g1rGmID-Senior-Python-Backend-Developer-Tqniat-Lab-L-L-C-Cairo-Egypt?o=26&l=sp&t=sj&a=python|search-v3|hpb
Cyber Security Engineer,axispay -,"Cairo, Egypt",Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Cyber Security · Computer Science · Microsoft Office · Security · Python · SIEM, Experience Needed:More Than 2 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:EngineeringInformation Technology (IT)Cyber SecurityComputer ScienceMicrosoft OfficeSecurityPythonSIEMJavaISO,"Cyber Security Engineer Requirements:A degree in computer science, IT, systems engineering, or related qualification.2+ years of experience in cyber security including development of cyber security strategies, end to end cyber security transformation programs, security architecture and extensive knowledge of latest cyber security technologies and standards.Strong understanding of emerging cyber security technologies and standards.Strong understanding and preferably application of security controls global standards (PCI & ISO 27001)Special experience in identity and access management, GRC, SIEM/SOC and DLP is a plus.Hands on with scripting languages (e.g.: Python,  Java, Power Shell…)Ability to work under pressure in a fast-paced environment.Strong attention to detail with an analytical mind and outstanding problem-solving skills.Great awareness of cybersecurity trends and threats.Ability to learn new concepts and carry out technical research.Proven IT skills in Microsoft Office and G-suite applications.",https://wuzzuf.net/jobs/p/YmUMKEwda8eo-Cyber-Security-Engineer-axispay-Cairo-Egypt?o=27&l=sp&t=sj&a=python|search-v3|hpb
Linux System Administrator,Softxpert Incorporation -,"Alexandria, Egypt",Full Time Experienced · 2 - 4 Yrs of Exp · Administration · IT/Software Development · Engineering - Telecom/Technology · Administration · Linux · Engineering · Security · System Administration · AWS · Computer Science, Experience Needed:2 To 4 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:AdministrationIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:AdministrationLinuxEngineeringSecuritySystem AdministrationAWSComputer ScienceEnglishInformation Technology (IT)MySQLNetworkingPython,"System Administrator is needed with the following requirements:Bachelor's degree in computer science/communication engineering or any other related field. (Preferred an ITI - System Administration Track graduate.)2-4 Years system administration/ engineering experience.Strong scripting skills (i.e. Bash, Python).Strong understanding of version control systems (SVN and Git).Strong understanding of virtualization and containerization.Strong understanding of RDBMS (i.e. MySQL, MariaDB).Strong understanding of CI pipelines.Strong understanding of System security.Good knowledge of cloud platforms (AWS, GCP, etc.).Good understanding of Networking.Familiar with PHP, Node and Ruby stacks.Proficiency in business correspondence.Solid experience with working in an environment where products have to be delivered to specific time scales.Strong multi-tasking skills and analysis skills.Excellent communication skillsProficiency in English language, written and spoken.Problem-solving attitude",https://wuzzuf.net/jobs/p/v3cWKWWgMOJJ-Linux-System-Administrator-Softxpert-Incorporation-Alexandria-Egypt?o=28&l=sp&t=sj&a=python|search-v3|hpb
Data Analytics Engineer,Dar Al Handasah -,"Smart Village, Giza, Egypt",Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · sql · PostgreSQL · Python · BI · Linux · Database · Thingsboard · IOT, Experience Needed:3 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:sqlPostgreSQLPythonBILinuxDatabaseThingsboardIOTPower BIMapReduceInformation Technology (IT)Computer ScienceAlgorithms,"Programming skills: Python, RDatabase: SQL, PostgreSQL, TimescaleDB (Time series database)OS: Linux (Ubuntu) and WindowsKnowledge of analytics software like MapReduceUnderstanding of ML algorithms and AI techniquesPower BI knowledge or the like is a plusThingsboard knowledge is a plusIoT technologies knowledge is a plus ",https://wuzzuf.net/jobs/p/qrvyUBYzpj5p-Data-Analytics-Engineer-Dar-Al-Handasah-Giza-Egypt?o=29&l=sp&t=sj&a=python|search-v3|hpb
Backend Developer,Dar Al Handasah -,"Smart Village, Giza, Egypt",Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · .Net · SQL · JavaScript · VB.net · Power BI · Azure · Thingsboard, Experience Needed:3 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Python.NetSQLJavaScriptVB.netPower BIAzureThingsboardRESTComputer ScienceInformation Technology (IT)ProgrammingSoftware DevelopmentSoftware Engineering,"Programming language: Python, JavaScript, .net language (C#, VB.Net, etc.), JAVADatabase: SQL, PostgreSQL, TimescaleDBMongoDB, graph databases, & Bigdata knowledge is a plusReporting: Power BI or the likeKnowledge of REST, SOAP APIsDevOps experienceCloud IoT platforms like Microsoft Azure or Thingsboard are a plus",https://wuzzuf.net/jobs/p/5IvCXdR4CIlS-Backend-Developer-Dar-Al-Handasah-Giza-Egypt?o=30&l=sp&t=sj&a=python|search-v3|hpb
Senior Machine learning Engineer,Botit -,"Abdeen, Cairo, Egypt",Full Time Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Machine Learning · Python · NLP · Software · Research · Git · Algorithms · Statistics, Experience Needed:3 To 7 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Machine LearningPythonNLPSoftwareResearchGitAlgorithmsStatisticsSoftware EngineeringSoftware DevelopmentComputer ScienceInformation Technology (IT),"Experience in using version control systems (eg. GIT)  Good understanding of software development life cycle  Experience using python is preferred  Hands-on experience in data preprocessing, model building, training and evaluation  Experience with NLP is preferred  Familiarity with chatbots is a plus  Good understanding of data structures, data modeling and software architecture  Deep knowledge of math, probability, statistics and algorithms  Experience in understanding and implementing SOTA techniques research papers  Experience in web-based applications is preferred",https://wuzzuf.net/jobs/p/71X8xvySx9KF-Senior-Machine-learning-Engineer-Botit-Cairo-Egypt?o=31&l=sp&t=sj&a=python|search-v3|hpb
Software Tester,Etisalat Egypt -,"Maadi, Cairo, Egypt",Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Automation · Information Technology (IT) · Science · Design · Quality Control · Software, Experience Needed:More Than 2 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentQualityEngineering - Telecom/TechnologySkills And Tools:Computer ScienceAutomationInformation Technology (IT)ScienceDesignQuality ControlSoftwareSoftware TestingTest caseTestingtest automationISTQBQuality AssuranceTestTaaSAgileAgile SoftwaretestabilityInnovationUI/UXSystem IntegrationUnit TestingJavaJavaScriptPythonDatabasePython ScriptingHTMLcrowdsourcedSmoketestingperformancetestingsanitycheckexploratoryautomated,"Bachelor’s degree in Computer Science or equivalent experience.Minimum 2 years of experience in System testing complex software applications including test automation, test planning, test case design, and test methodologiesISTQB certification is preferred.",https://wuzzuf.net/jobs/p/CXU3Qj0FcWkF-Software-Tester-Etisalat-Egypt-Cairo-Egypt?o=32&l=sp&t=sj&a=python|search-v3|hpb
