Job title,Company name,Company address,Job description,Job details,Jobrequirements,Links
Senior Computer Vision Engineer,wobot.ai -,"New Delhi, India",Full Time Work From Home Senior Management · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · TensorFlow · Python · PyTorch · CNN · yolo · Computer Vision · Deep Learning · Video Intelligence," Experience Needed:3 To 6 YearsCareer Level:Senior Management (CEO, GM, Director, Head)Education Level:Not SpecifiedSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:TensorFlowPythonPyTorchCNNyoloComputer VisionDeep LearningVideo IntelligenceArtificial Intelligence (AI)Machine LearningData Science","Requirements:Proficient with Training of Detection/Classification/Segmentation Models with Tensorflow/PyTorchGood Theoretical and Practical Knowledge with the fundamentals of Deep Learning, eg. CNNs, Regularization Techniques, etc.Proficient in developing Deep Learning Model PipelinesDeployment of Deep Learning Models at Scale for live processing of video feeds (RTSP).Experience with Model Servers: Triton Inference Server (Preferred), TensorFlow Serving, or Torch Serve.Experience in working with Model Optimization for  Nvidia Hardware (TensorRT Conversion of both Tensorflow & Pytorch models)Experience with both Cloud as well as Edge Deployment of Deep Learning Models (Preferably at Scale).Experience in FP16/Mixed Precision and INT8 Optimized Inference on Nvidia HardwareExperience with using Docker, Nvidia-Docker, Nvidia NGC containers for Computer Vision/Deep Learning.Proficient in Data Structures & AlgorithmsProficient understanding of code versioning tools, such as (Git / Mercurial / SVN)Experience with common front-end development tools such as Babel, Webpack, NPM, etc.Knowledge of a state management library such as Redux, etc.Good to haveExperience with Scalable Cloud Deployment Architecture for Video Analytics (Involving Kubernetes and/or Kafka)Experience in INT8 Training (Quantization Aware Training)Experience/Knowledge of TensorFloat32 and BFloat16 Training/Inference",https://wuzzuf.net/jobs/p/ZRkuYvC25umo-Senior-Computer-Vision-Engineer-wobot-ai-New-Delhi-India?o=46&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Isky Development -,"6th of October, Giza, Egypt",Full Time Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · jQuery · Odoo · Python · Programming · PostgreSQL · XML, Experience Needed:1 To 3 YearsCareer Level:Entry Level (Junior Level / Fresh Grad)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Computer ScienceInformation Technology (IT)jQueryOdooPythonProgrammingPostgreSQLXMLJavaScriptHTMLCSSLinuxHTML5UnixCSS3,"Required Skills:Good knowledge of object-oriented programming, object modeling, relational databases, Unix/Linux platform.Good knowledge of HTML and Javascript.Good knowledge of Python.Good knowledge of Postgresql.Good knowledge of the latest web technologies such as HTML5 and CSS3.Contributions to open source projects.Quick and autonomous learner, problem-solving personality, enthusiastic when faced with technical challenges.Team spirit and good communication.Good knowledge of English, especially read and written.We expect that you can:Develop Quality Apps.Coach small distributed dev teams.Be responsible for what you develop.Produce clean code.            What we offer:Salary package and benefits.Allowances.Social Insurance.Medical Insurance.Training and Coaching.Flexible hours.Compensations and bonus.Team activities.Events and Seminars.Experience Required:1-3 years",https://wuzzuf.net/jobs/p/B1xogYzy2uyt-Odoo-Developer-Isky-Development-Giza-Egypt?o=47&l=sp&t=sj&a=python|search-v3|hpb
Backend Developer,Khales -,"Giza, Egypt",Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · Agile · Python · API · Java · Web Development · Development · Bootstrap, Experience Needed:3 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:back-endAgilePythonAPIJavaWeb DevelopmentDevelopmentBootstrapNative JavaJava beansPython ScriptingInformation Technology (IT)Computer ScienceRESTfulSoftware DevelopmentSoftware Engineering,"BSc degree in Computer Science or relevant fieldProven work experience as a Back-end developer 3 – 5 YearsShould have an exposure to a formal working environment with experience in Java developmentIn-depth understanding of the entire web development process (design, development and deployment)Hands on experience with programming languages like Java, Bootstrap, Native JAVA, JAVA Beans and PythonHands on experience with Technology RESTful and Microservice or APIAgile and Scrum methodology and practices is a plusExcellent analytical and time management skillsTeamwork skills with a problem-solving attitude",https://wuzzuf.net/jobs/p/Qgn5XFNG0cX9-Backend-Developer-Khales-Giza-Egypt?o=48&l=sp&t=sj&a=python|search-v3|hpb
System Engineer,Link Datacenter -,"Giza, Egypt",Full Time Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · English · Information Technology (IT) · Linux · MySQL, Experience Needed:1 To 3 YearsCareer Level:Entry Level (Junior Level / Fresh Grad)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Installation/Maintenance/RepairIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Computer EngineeringComputer ScienceEngineeringEnglishInformation Technology (IT)LinuxMySQLPythonSecuritySQLDockerDNS,"Requirements:Bachelor’s degree Communications engineering or computer science or any related relevant experience.Minimum “1 to 3” years of experience in Linux and windows systems administration skills.Good command of English language.Experience with Cloud providers such as Amazon AWS, Microsoft Azure.System Security Skills is needed.Good Knowledge of Apache, IIS, BIND, LDAP, MySQL, SQL, NGINX, cPanel, WHMCS, Docker, K8s.Monitoring Solutions knowledge ‘Zabbix, Prometheus, New Relic’Basic shell Scripting of BASH, Python, PowerShell.Good Understanding of standard network services including TCP/IP, HTTP, FTP, and DNS.Visualization knowledge is plus.Azure, Redhat certifications are preferred.Very good communication skills with a friendly customer-oriented manner.Very Good Presentation, analytical & Problem-Solving Skills.",https://wuzzuf.net/jobs/p/NJ3GwQKh8YMG-System-Engineer-Link-Datacenter-Giza-Egypt?o=49&l=sp&t=sj&a=python|search-v3|hpb
DevOps: Site Reliability Engineer/ Support Engineer,Cegedim -,"New Cairo, Cairo, Egypt",Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Jira · Saltstack · Jenkins · Linux · Oracle · MongoDB · Bash · Powershell," Experience Needed:More Than 2 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:Confidential, Bonus, Medical Insurance, Social Insurance, Learning PlansJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:JiraSaltstackJenkinsLinuxOracleMongoDBBashPowershellPythonGroovyComputer ScienceComputer EngineeringInformation Technology (IT)SREKubernetesPostgreSQLSystem AdministrationCustomer ServiceCustomer SupportEngineeringDockerAnsibleAWSAutomation","Experiences and Skills: 2+ years in Linux and Windows systems administrationExcellent problem-solving and communication skillsGood understanding of computer systemsAbility to diagnose and troubleshoot basic technical issuesAbility to provide step-by-step technical help, both written and verbalHands-on experience with Windows/Linux environmentsGood knowledge of scripting languages: Python, Bash, PowerShell…Knowledge of automation tools such as puppet, ansible, terraformKnowing Kubernetes is a plusTechnical Environment:Systems: Linux / WindowsContainerization: KubernetesBasics: Oracle / MongoDB / PostgreSQLScripting: Python / Bash / PowerShell / Groovy / GoCI / CD: Git / Jenkins / SaltStack / JIRA",https://wuzzuf.net/jobs/p/No93wCNEfQyX-DevOps-Site-Reliability-Engineer-Support-Engineer-Cegedim-Cairo-Egypt?o=50&l=sp&t=sj&a=python|search-v3|hpb
DevOps/ProdOPS Engineer,Cegedim -,"New Cairo, Cairo, Egypt",Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Information Technology (IT) · DevOps · ProdOPS · Gradle · Git · Openshift," Experience Needed:More Than 2 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:Confidential, Bonus, Medical Insurance, Social Insurance, Learning PlansJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Computer ScienceComputer EngineeringInformation Technology (IT)DevOpsProdOPSGradleGitOpenshiftAngularJSSonarCI/CDJenkinsSeleniumKubernetesAnsibleApache2AWSBashCDDockerJavaSoftware DevelopmentSoftware EngineeringPythonLinux","Requirements:3 years of advanced scripting (Bash/Python) experience & DevOps or systems Administrator with Linux/Unix Experience. 2 years of experience Cloud-based application deployment and automation with on Premise or Public cloud like AWS platform. Infrastructure / Application monitoring solutions (Centreon, Zabbix, ELK …) and deployment experience (Rundeck, Ansible …)Key Experience & Skills Understanding of Continuous Integration & Continuous Delivery in the software engineering process and thorough understanding on how a DevOps / Systems Engineer facilitates these practices in collaboration with the Development, Quality Assurance and Technical Operations teams to drive business goals.Experience using tools like Git, Jenkins, Sonar, Maven, Gradle, Selenium, Docker, Kubernetes, Openshift …Deployment automation experience using advanced scripting (Bash/Python).Experience in developing and maintaining CI/CD process for enterprise SaaS and on-prem applications in Java and React or AngularJS.Hands-on experience in build and administer containers using tools such as Selenium and Kubernetes.Experience with configuration management tools such as Rundeck, Ansible, Chef or Puppet will be a plus.Ability to use a wide variety of open source technologies and tools.Strong problem-solving skills with an investigative mentality, decision making ability and a capacity for strategic and associative thinking.Ability to demonstrate a clear, energetic and excited interest in automating everything (build, test, release/deploy, monitoring, reporting)Experience installing, configuring and troubleshooting Linux web-based solutions  (apache2, wildfly, tomcat, java,  ...)",https://wuzzuf.net/jobs/p/6fAZk9H930Gr-DevOpsProdOPS-Engineer-Cegedim-Cairo-Egypt?o=51&l=sp&t=sj&a=python|search-v3|hpb
DevOps: SRE & Support Engineer,Cegedim -,"New Cairo, Cairo, Egypt",Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Jira · Saltstack · Jenkins · Linux · Oracle · MongoDB · Bash · Powershell, Experience Needed:More Than 2 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:JiraSaltstackJenkinsLinuxOracleMongoDBBashPowershellPythonGroovyComputer ScienceComputer EngineeringInformation Technology (IT)SREKubernetesPostgreSQLSystem AdministrationCustomer ServiceCustomer SupportEngineering,"Experiences / Skills:2+ years in Linux and Windows systems administrationExcellent problem-solving and communication skillsGood understanding of computer systemsAbility to diagnose and troubleshoot basic technical issuesAbility to provide step-by-step technical help, both written and verbalHands-on experience with Windows/Linux environmentsGood knowledge of scripting languages: Python, Bash, PowerShell…Knowledge of automation tools such as puppet, ansible, terraformKnowing Kubernetes is a plusTechnical environment:Systems: Linux / WindowsContainerization: KubernetesBasics: Oracle / MongoDB / PostgreSQLScripting: Python / Bash / PowerShell / Groovy / GoCI / CD: Git / Jenkins / SaltStack / JIRA",https://wuzzuf.net/jobs/p/EoNVnUMYTbBt-DevOps-SRE-Support-Engineer-Cegedim-Cairo-Egypt?o=52&l=sp&t=sj&a=python|search-v3|hpb
DevOps: Site Reliability Engineer/Support Engineer,Cegedim -,"New Cairo, Cairo, Egypt",Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Jira · Saltstack · Jenkins · Linux · Oracle · MongoDB · Bash · Powershell," Experience Needed:More Than 2 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:Confidential, Bonus, Medical Insurance, Social Insurance, Learning PlansJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:JiraSaltstackJenkinsLinuxOracleMongoDBBashPowershellPythonGroovyComputer ScienceComputer EngineeringInformation Technology (IT)SREKubernetesPostgreSQLSystem AdministrationCustomer ServiceCustomer SupportEngineering","Experiences and Skills: 2+ years in Linux and Windows systems administrationExcellent problem-solving and communication skillsGood understanding of computer systemsAbility to diagnose and troubleshoot basic technical issuesAbility to provide step-by-step technical help, both written and verbalHands-on experience with Windows/Linux environmentsGood knowledge of scripting languages: Python, Bash, PowerShell…Knowledge of automation tools such as puppet, ansible, terraformKnowing Kubernetes is a plusTechnical Environment:Systems: Linux / WindowsContainerization: KubernetesBasics: Oracle / MongoDB / PostgreSQLScripting: Python / Bash / PowerShell / Groovy / GoCI / CD: Git / Jenkins / SaltStack / JIRA",https://wuzzuf.net/jobs/p/Nk8ngO0qLMBu-DevOps-Site-Reliability-EngineerSupport-Engineer-Cegedim-Cairo-Egypt?o=53&l=sp&t=sj&a=python|search-v3|hpb
Senior Full Stack Instructor (PHP - Python),Confidential -,"Cairo, Egypt",Full Time Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · PHP · PHP Development · PHP Web Development · Python · python development · CSS3 · HTML5, Experience Needed:3 To 7 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologyTraining/InstructorSkills And Tools:PHPPHP DevelopmentPHP Web DevelopmentPythonpython developmentCSS3HTML5JavaScriptGitInformation Technology (IT)React.jsDjangoDjango FrameworkRESTful APIsMVVMVue.jsOOPLaravelLaravel FrameworkSQLMySQLRelational DatabasesComputer ScienceSoftware DevelopmentSoftware EngineeringReact,"University degree in Computer Science, Software Engineering, or similar3-7 years of experience.Strong knowledge with HTML5, CSS3, Bootstrap, JavaScript, React.jsStrong software development knowledge of Python and PHPStrong Knowledge with SQL data base designEXPERT in building APIs using Django RESTGood Knowledge with Versioning (GIT)Deployment (knowledgeable with hosting services preferably on Linux machines)Strong knowledge of MVVMThe VUE framework is a must.V.Good knowledge of relational databases.Excellent knowledge of Design Patterns and OOP basics.Laravel framework is a must.Very good English.Presentable.Excellent Communication Skills.",https://wuzzuf.net/jobs/p/iYqxXkiFejBm-Senior-Full-Stack-Instructor-PHP---Python-Cairo-Egypt?o=54&l=sp&t=sj&a=python|search-v3|hpb
[CGEG006] DevOps Engineer,Cegedim -,"New Cairo, Cairo, Egypt",Full Time Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · System Administration · Linux · Network Adminstartion · Engineering · Windows Systems · MongoDB · Oracle · PostgreSQL, Experience Needed:5 To 10 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:System AdministrationLinuxNetwork AdminstartionEngineeringWindows SystemsMongoDBOraclePostgreSQLPythonAPIRESTHTTPJPAJMSInformation Technology (IT)NodeJSCommunicationGroovyDockerMavenJiraJenkinsRPMDEBPowershellGo/GitSaltStackComputer ScienceComputer EngineeringGit,"Required Skills:Bachelor Degree in Engineering (Computer or Network or Communication ) is a must, the master degree will be highly appreciatedDeep experience in administration of Linux and Windows systemsKnowledge of the creation of Linux packaging: rpm/debExpert in database administration of : Oracle / MongoDB / PostgreSQLProfound knowledge in Scripting: Python / Bash / Powershell / Groovy / GoCI / CD: Git / Jenkins / SaltStack / Docker /Maven/JiraDesirable skills:Container-orchestration: Kubernetes is a plusknowledge of API, REST, and HTTP concepts is a plusJ2ee knowledge including spring, JPA, JMS is a plusNodeJS knowledge is a plus",https://wuzzuf.net/jobs/p/7wq9AYjpmDSG-CGEG006-DevOps-Engineer-Cegedim-Cairo-Egypt?o=55&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Engineer - Alexandria,Softxpert Incorporation -,"Alexandria, Egypt",Full Time Experienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Computer Science · Computer Engineering · PHP Development · Information Technology (IT) · Engineering · Software Development · Software Engineering, Experience Needed:2 To 7 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:PHPComputer ScienceComputer EngineeringPHP DevelopmentInformation Technology (IT)EngineeringSoftware DevelopmentSoftware EngineeringProblem Solvingsoftware engineerFrameworksPythonJavaWeb Development,A Senior software Engineer is needed with the following requirements:Bachelor's degree in computer engineering or related fieldExcellent Knowledge of Python or JavaExperience in building Linux serviceAbility to work under minimum supervisionStrong multi-tasking skills and analysis skillsExcellent problem-solving and analytical skills,https://wuzzuf.net/jobs/p/o8llxj3uR96X-Senior-Software-Engineer---Alexandria-Softxpert-Incorporation-Alexandria-Egypt?o=56&l=sp&t=sj&a=python|search-v3|hpb
"Senior C++ Software Developer, Remote Egypt",Luxoft (A DXC Technology Company) -,"Cairo, Egypt",Full Time Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · API · Architecture · C++ · Computer Science · Design · Git · Information Technology (IT), Experience Needed:More Than 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:AgileAPIArchitectureC++Computer ScienceDesignGitInformation Technology (IT)LinuxPythonSoftware DevelopmentSoftware,"5+ years of experience with C++Experience with C++ 11/17 coding standardsExperience with CMakeDesign Patterns knowledgeExperience with multithreading/multiprocessing mechanismsEmbedded Linux knowledgePerformance optimization tools and techniquesSystem architecture, API design, and best practices in modern C++ developmentExperience with Git and CI/CDFamiliar with Code-review practicesProficiency in problem-solving and troubleshooting technical issuesIntermediate English knowledgeFamiliarity with Agile/Scrum environmentWell-developed communication and teamwork skillsExcellent organizational, time management, prioritization, and multi-tasking skillsExperience in Automotive projectExperience with YoctoExperience with Python on a regular levelExperience with DockerAbility to handle multiple competing priorities in a fast-paced environmentHaving worked with various software frameworks, ideally in the domain of in-vehicle infotainmentDegree in computer science or a comparable field",https://wuzzuf.net/jobs/p/NZmUqlRm8f8j-Senior-C-Software-Developer-Remote-Egypt-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=57&l=sp&t=sj&a=python|search-v3|hpb
Data Scientist “Mathematics/Physics”,Dafa -,"Cairo, Egypt",Full Time Experienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Business Objects · Computer Science · D3 · Data Mining · Gurobi · Information Technology (IT) · Mathematics · Python, Experience Needed:7 To 10 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Business ObjectsComputer ScienceD3Data MiningGurobiInformation Technology (IT)MathematicsPythonSparkStatistics,"Requirements Strong problem solving skills with an emphasis on product development.Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.Experience working with and creating data architectures.Coding knowledge and experience with several languages: C, C++, Java,JavaScript, etc.Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, D3, ggplot, etc.",https://wuzzuf.net/jobs/p/bRZ7uIbexSQa-Data-Scientist-“MathematicsPhysics”-Dafa-Cairo-Egypt?o=58&l=sp&t=sj&a=python|search-v3|hpb
Cloud Solution Engineer - R&D,Link Datacenter -,"Giza, Egypt",Full Time Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Azure · Cloud · Computer Engineering · Computer Science · Docker · Engineering · Information Technology (IT), Experience Needed:2 To 4 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Installation/Maintenance/RepairIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:AzureCloudComputer EngineeringComputer ScienceDockerEngineeringInformation Technology (IT)LinuxMySQLNetworkingPythonTroubleshooting,"Good command of English language.Deployment and operational expertise at major Linux OS distributions.Knowledge of IP networking, VPN's, DNS, load balancing and security.Strong understanding of Linux based platforms such like Apache, BIND, MySQL, NGINX, Docker, Kubernetes …etc.Proven experience of UNIX Scripting – Bash, Python.Managing and troubleshooting Linux & UNIX systems.Knowledge of big data and analytics solutions is preferred as an asset.Very good communication skills with a friendly customer oriented manner.Very Good Presentation, analytical & Problem Solving Skills.2-4 years of relevant professional experience in a large, diversified , Infrastructure (hyper/cloud based) environments.Good knowledge of Microsoft Azure different services (IAAS, PAAS, Application Gateway, Virtual Network …etc.).Knowledge of IP networking, VPN's, DNS, load balancing and server/service security best practices.Strong knowledge of emerging IT technology solutions, industry trends, and progressive operations methodology.",https://wuzzuf.net/jobs/p/ORsKVUR16qTo-Cloud-Solution-Engineer---RD-Link-Datacenter-Giza-Egypt?o=59&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Alarabia Group -,"10th of Ramadan City, Cairo, Egypt",Full Time Experienced · 2 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · Git · HTML · Information Technology (IT) · CSS, Experience Needed:2 To 6 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Installation/Maintenance/RepairIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Computer EngineeringComputer ScienceEngineeringGitHTMLInformation Technology (IT)CSSJavaScriptOdooPostgreSQLPythonXML,"Bachelor degree in Computer Engineering or Computer Science.              2 - 6 years of experience as Odoo developer.Excellent understanding of Odoo framework.Strong knowledge of Odoo Stack Technologies (i.e. Python, JavaScript, HTML, CSS, XML, PostgreSQL etc.).Good understanding of Odoo module building and troubleshooting.Good understanding of database administration.Knowledge of code versioning tools like Git and CD/CI tools like Jenkins etc.",https://wuzzuf.net/jobs/p/9eqZpHqQmiHl-Odoo-Developer-Alarabia-Group-Cairo-Egypt?o=60&l=sp&t=sj&a=python|search-v3|hpb
DevOps Java Developer,Ejada (Cairo) -,"Cairo, Egypt",Full Time Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Java · DevOps · Docker · Hibernate · Git · J2EE · Python, Experience Needed:4 To 8 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:AWSJavaDevOpsDockerHibernateGitJ2EEPythonSpringComputer ScienceSoftware Development,"4+ years of Java development experience including Java/J2EE,  JSF and Spring technologies (Spring Core and Spring Boot), Hibernate and Maven and Python technologies.Excellent understanding of Microservices/ service-oriented architecture (SOA).Solid experience in DevOps management methodologies and production deployment to create fully automated CI build.Solid experience with AWS storage, application services, application deployment using automated tools like Puppet, Chef and ANSIBLE.Good understanding of AWS Network and Security architecture like VPC, route table, and subnets.Hands-on experience with multi-account AWS environment and ALB traffic routingExperience with application hosting with new technologies like containerization using Docker & Kubernetes.Experience with Git, GitHub, and/or GitLab source control tools and patterns.",https://wuzzuf.net/jobs/p/3U8oVi5w3b9Y-DevOps-Java-Developer-Ejada-Cairo-Cairo-Egypt?o=61&l=sp&t=sj&a=python|search-v3|hpb
IT Applications Engineer,Marakez -,"New Cairo, Cairo, Egypt",Full Time Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · PHP · Microsoft Office · Linux · Java · Python, Experience Needed:1 To 3 YearsCareer Level:Entry Level (Junior Level / Fresh Grad)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:EngineeringInformation Technology (IT)Computer SciencePHPMicrosoft OfficeLinuxJavaPython,"Bachelor’s Degree in Computer Science or EngineeringExperience in web developing technologies for example but not limited to PHP, python, JscriptDevelopment skills using Java, Dot-NetExperience in Data Base developmentCompetence in Microsoft operating systems, Microsoft Office products, and Microsoft ProjectExperience with UNIX / LINUX,Experience with Microsoft SharePoint and Power-BIExcellent verbal and written communications skills, including the ability to create organized and informative reports, dashboardFamiliar with CRM application is nice to have (Sales Force)Ability to participate in multiple projects simultaneously while adhering to tight schedulesDemonstrating project management abilities.",https://wuzzuf.net/jobs/p/9ElQyPBVZA4b-IT-Applications-Engineer-Marakez-Cairo-Egypt?o=62&l=sp&t=sj&a=python|search-v3|hpb
Senior Full Stack Developer,Dafater -,"Nasr City, Cairo, Egypt",Full Time Work From Home Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software · CSS · HTML · javaScript, Experience Needed:2 To 4 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Information Technology (IT)Computer ScienceSoftware DevelopmentSoftware EngineeringSoftwareCSSHTMLjavaScriptMySQLPythonPHPRubyNode.JSjQueryMicrosoft AzureAngularSQLGitPython Scriptingpython development,"Job Requirements:Strong experience in building websites using HTML, CSS, and JavaScriptStrong experience with modern web frameworks and/or libraries such as jQuery, Bootstrap, etc.To be Good experience in building web applications with any common web technologies (Python, Node.JS, Java, .Net, PHP, Ruby) -         [[ Python is preferred ]]Good SQL Skills and specifically Familiar with MySQL and open source Database providersYou are great at solving problems, debugging, troubleshooting, designing and implementing solutions to complex technical issues.You understand object-oriented programming principlesYou are comfortable using the Linux command lineYou have a working knowledge of source control software such as Git (preferred) or SVNYou thrive on collaboration, working side by side with people of all backgrounds and disciplines.An understand of RESTful interfacesYou are experienced working with web front-end frameworks like (Reactjs - Vue.js - Angular, etc.)You are highly motivated and have a passion for creating and supporting great products.Ability to multi-task and manage tasks with varying prioritiesAbility to work independently with minimal supervisionMust be able to brainstorm and communicate technology ideas and issues with peers and managementExcellent verbal and written communication skills",https://wuzzuf.net/jobs/p/3irk407SkgH9-Senior-Full-Stack-Developer-Dafater-Cairo-Egypt?o=63&l=sp&t=sj&a=python|search-v3|hpb
Senior C++ Software Developer,Luxoft (A DXC Technology Company) -,"Cairo, Egypt",Full Time Work From Home Experienced · 6 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · OOP · Communication skills · Computer Science · Information Technology (IT) · Engineering · Software Development · Software Engineering, Experience Needed:6 To 20 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:C++OOPCommunication skillsComputer ScienceInformation Technology (IT)EngineeringSoftware DevelopmentSoftware EngineeringPythonDevelopment,"Must haveAcademic degree in computer science, mechatronics, electronic engineering, telecommunication engineering or similar qualification, PhD welcomeStrong OOP and C++background, also in new standards (11, 14)Strong software debugging skills, understanding of performance optimizationVery good understanding of the software development process, preferably in the automotive areaYou are hardworking and have team spiritStrong communication skills in EnglishNice to have PhD in a relevant field with international experience in industrial R&D projectsExperience with Python (numpy/scipy/matplotlib)Experience with Bazel, gdb, gcc, memory&CPU profilingExperience with embedded and/or real-time systemsExperience in Automotive (CAN, LIN, Flexray, Ethernet, Autosar Classic/Adaptive, functional safety, etc.)Experience in AI, Robotics, Machine Learning, Computer Vision or similarExperience in ROSKnowledge of MISRA standardEnthusiasm for embedded systems and automotiveProbability theory, statistics, linear algebra, geometry, optimizationGerman language knowledge",https://wuzzuf.net/jobs/p/oguf9nA5ux2T-Senior-C-Software-Developer-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=64&l=sp&t=sj&a=python|search-v3|hpb
